PRODUTC,VALUE,DATETIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
sms,0,00:15.0,2,60e61285d4589d0,e09e736e46c5c3d,19e2e,19e2e,ad017ec508,8fd5c0eb86
sms,0,00:15.0,1,7dd4c9d3582adfa,43c077a683fa265,19e2e,19e2e,c2bb42ad2c,585a3bc66c
Voice,215,00:15.0,1,1854eea48562598,99b57166f09e705,19e2e,19e2e,b7d5388b0c,bfed0deee9
Voice,26,00:15.0,1,eccdd4f9f33aac6,8dd12f5622f92e0,19e2e,19e2e,519f4a4d2a,4b32ec70f9
Voice,0,00:15.0,1,e056990e9ff8efa,9e7fbb6e6a838a8,19e2e,19e2e,a9cf96eff4,faa92c87d9
Voice,84,00:15.0,2,93f2c35a12100b4,f3d50899d964438,19e2e,19e2e,6eaf29f53c,de62d7cd6d
Voice,30,00:15.0,1,3cdf8638bc85d60,f9ac72439fe03c9,19e2e,19e2e,92a4a0642c,700e13a5cf
Voice,40,00:15.0,2,2ae5035dba55a42,6b4c77d8a493b6b,19e2e,19e2e,89fe68970f,ba8ce6e4ef
Voice,45,00:15.0,2,f9d01d80856e2da,f4725c00c997b2c,19e2e,19e2e,b1adfda1f4,8ae14499cc
Voice,10,00:15.0,1,8201c1feb2a9794,984eb0a909b68bf,19e2e,19e2e,c92be6915d,61bee9c70c
Voice,0,00:15.0,4,b3ed8af7814119a,19e68e80103885e,19e2e,19e2e,1315c535a4,814d6c8277
Voice,132,00:15.0,0,a3a2b65b058abfe,4352dbab903ba0f,19e2e,19e2e,01743e1656,1ed7b897b7
Voice,30,00:15.0,4,f616167f6e4ffe0,170d44769082da3,19e2e,19e2e,63a351808a,daa1671776
Voice,143,00:15.0,0,cbf3a49011d98b7,cb2ae780d08a41e,19e2e,19e2e,de92883668,75bef3291a
Voice,400,00:15.0,4,9fa880aa36f0ec7,dcf88cb6755451e,19e2e,19e2e,9.44E+13,029ef38f0b
Voice,12,00:15.0,1,8197b2e6179933b,dab4e2277c4fe01,19e2e,19e2e,ba8346d644,2029a9a884
Voice,39,00:15.0,0,55bbef307c6025e,2c19b2c0e69ef37,19e2e,19e2e,1b1c8e1f5c,9a5a78aa32
Voice,0,00:15.0,2,b61b2048cbc6cad,55ad144fa74fddc,19e2e,19e2e,e1e28ddcce,d610bae720
Voice,5,00:15.0,4,d3a30248b633865,44de66e111f07c8,19e2e,19e2e,87cef82479,af34115792
Voice,30,00:15.0,3,ffbbf8e91a85b99,53cc39edc3bf2fe,19e2e,19e2e,5c06e43c1d,cb7aa97d53
Voice,4,00:15.0,1,5e7094cebf5420d,8d3db0d929ceb25,19e2e,19e2e,89f6e90646,c6bd18d180
Voice,0,00:15.0,2,2255b4e0ccf6839,f9fdb21a459d984,19e2e,19e2e,1674c980f4,5562d66a49
Voice,22,00:15.0,0,694d05ffb182314,eb6ef8eea8ab828,19e2e,19e2e,361ad1d222,b9af583eac
Voice,0,00:15.0,2,e374a0b8bb2b213,1a49f8b0ded9de6,19e2e,19e2e,5c16ed900e,043588076c
data,1,00:15.0,_,8dec4c6c8c93261,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,50,00:15.0,_,4f33b6385360365,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:15.0,_,3b6d91ae4215a23,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:15.0,_,8c7bc664d6dfd7a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:15.0,_,9d2c2958c7c66de,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:15.0,_,12d8e189d530fe7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:15.0,_,1b4da738f2a05e4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,150,00:15.0,_,27d5f9f53b99277,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:15.0,_,99e8f4c0855e3a6,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:15.0,_,08a5d0f48b22dca,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:15.0,_,61ea83ac4f3ad6e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:15.0,_,6f81e8eb30e3931,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,25,00:16.0,4,41a5e674657bdd9,39de437e9bd24a1,19e2e,19e2e,967694ed1b,b19fd73af1
sms,0,00:16.0,1,c85300d91fd68c1,93343ba6e41af95,19e2e,19e2e,ab68996d93,47657c9634
sms,0,00:16.0,0,3f43f7b8fb7cbfe,93343ba6e41af95,19e2e,19e2e,b2e7dd387f,1ddea341cd
sms,0,00:16.0,2,632babfe536ea6f,aaaf0e4bdec7311,19e2e,19e2e,5098c9e365,75bef3291a
sms,0,00:16.0,2,8844205a1702b2a,f2dbd6c0114c4f0,19e2e,19e2e,520892ee37,0b4f56438f
sms,25,00:16.0,1,25c87020a0bcb8a,c6601f4447a468d,19e2e,19e2e,6f19884dcb,5c565fbfb1
sms,0,00:16.0,1,b900b368e7e8ef9,2c265c590f16ac3,19e2e,19e2e,7f1068f504,6978fd6d15
sms,0,00:16.0,0,4dfc1a84b1b88c4,93343ba6e41af95,19e2e,19e2e,25c3b77697,de8b939a5e
sms,50,00:16.0,2,299cee324c363f3,37de997f4df824a,19e2e,19e2e,f3aa9e7eb8,8fd6f8d1c5
sms,0,00:16.0,0,800d4fda045bd41,0707dfa952e0fcb,19e2e,19e2e,e12d87c801,0f34c36ac5
sms,0,00:16.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,0,00:16.0,1,ecc5a1a16d86e83,ba0eb6ec4979844,19e2e,19e2e,5b975beadf,029ef38f0b
sms,25,00:16.0,0,2b9a20c41202dbb,9718a3bd776bcdd,19e2e,19e2e,670cacbb4b,07531b72e2
Voice,46,00:16.0,1,72b95661e45cbdd,54a895dcc2ee179,19e2e,19e2e,76ecfdaa75,85e4a7d74c
Voice,886,00:16.0,1,c610eb62589af65,7b6c7f79df9638a,19e2e,OTHER,152d6ee99d,4d75dc6615
Voice,52,00:16.0,0,fb9e5e141bd2ef4,4cd2c460efd9d0f,19e2e,19e2e,919d63bc6c,d93346cdaa
Voice,14,00:16.0,2,3025506fad347ba,7119991476b70a3,19e2e,19e2e,d8208f68eb,40bb97c420
Voice,18,00:16.0,2,5f0b4030b15d1d8,cfa63667a3a872a,19e2e,19e2e,1bd5b0fb8d,fe3ebd031a
Voice,46,00:16.0,2,e59c1208d74bd97,c37e516f8505109,19e2e,19e2e,5d9e63befc,cdabae1039
Voice,291,00:16.0,1,ef208a3a9e8afea,eca4985f8f69b45,19e2e,19e2e,afefb687c9,043588076c
Voice,76,00:16.0,0,d994d40dd52f387,0202abc66a2c8b3,19e2e,19e2e,e67ab188d6,4484d0d135
Voice,0,00:16.0,2,f0f4f7dd3466d3f,1a49f8b0ded9de6,19e2e,19e2e,faaa501535,84eb207483
Voice,7,00:16.0,2,b34ed537cf33be8,844cbaf0246d60f,19e2e,19e2e,2d8e6a7c30,fd2703d1cb
Voice,60,00:16.0,0,16d50db0ab5a21b,bcbaffd819c5070,19e2e,19e2e,3464b417d5,b4130b54ab
Voice,22,00:16.0,0,769bae519a1c63f,b0ea3db0415ae4d,19e2e,19e2e,17e37f2803,c57de6fa4a
Voice,0,00:16.0,2,5556f42542b486b,63ee860ffa39d75,19e2e,19e2e,d6f70d63cd,2f502776ef
Voice,90,00:16.0,5,082ecb1b5aaa9fd,a7e180a0cf98d6a,19e2e,19e2e,bbd21e20cd,6e10745cb4
Voice,84,00:16.0,0,cc811c057f3c26b,2f9101677e4dd82,19e2e,19e2e,959658abb9,c0918a6630
Voice,1,00:16.0,2,fd16171a69e7758,9345e37ebb71949,19e2e,19e2e,37144b64f7,113d5b7f72
Voice,0,00:16.0,2,1f71997cccdb361,3915d70b9ca97dd,19e2e,19e2e,7a5d2e6161,e942f32a29
Voice,254,00:16.0,1,759cf97af2eed5f,bd75f348c333a72,19e2e,19e2e,18ba0c44e5,f15bd5483f
data,0,00:16.0,_,fb770b8f7bcc687,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:16.0,_,16927eeafdf6bed,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:16.0,_,e76c39d9ffd8f78,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:16.0,_,56221109c165d6e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:16.0,_,7efae43d243ad17,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:16.0,_,ad8b7cb4bfca3f1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,151,00:16.0,_,eb563bab851f3f4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:16.0,_,18a1dbdb5c5acea,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,0,00:16.0,2,ba266f0ce7fbbbe,41b380b8f990e48,19e2e,19e2e,DLaN/v1XdI,DLaN/v1XdI
sms,0,00:17.0,3,0ef537cb1075f12,93343ba6e41af95,19e2e,19e2e,570401adae,16a96b7884
sms,0,00:17.0,1,86fb73ad0d22dcf,70978efd3dde636,19e2e,19e2e,4aece7d310,66e2080825
sms,0,00:17.0,0,a9970c947a24d76,a3950bc61ad3ab7,19e2e,19e2e,e4c6d4fec2,9bb4b27356
sms,0,00:17.0,2,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,cc2f786391,cef29910fb
sms,0,00:17.0,4,9bb9b065ae0e87a,93343ba6e41af95,19e2e,19e2e,3fd6b1e377,394dcdeac6
sms,50,00:17.0,0,a003f6733e6a7a1,a51b5c6509f27b5,19e2e,19e2e,7568c25ea2,87e3a7f64c
sms,0,00:17.0,0,4cd527b6ce17df2,6dd840c11af32e1,19e2e,19e2e,ee1827b176,5c901ca57a
sms,0,00:17.0,0,7ec6ae0b960e2d9,e09e736e46c5c3d,19e2e,19e2e,361ad1d222,b9af583eac
sms,0,00:17.0,4,2db05198184dd47,aaaf0e4bdec7311,19e2e,19e2e,71966bb79a,6cad985585
sms,25,00:17.0,0,adf7903e79e7a11,a9ee3ddc00fb348,19e2e,19e2e,7e38b2813d,fc7602b020
sms,0,00:17.0,2,9e00685a521ef3e,bc5291e80a0644e,19e2e,19e2e,4db0540b25,f91ed8d2e9
sms,0,00:17.0,2,ca54edb5ac60494,aaaf0e4bdec7311,19e2e,19e2e,219d097099,2c53fae23d
sms,25,00:17.0,2,e2e4f7e5b525f13,51ba6333fb1059e,19e2e,19e2e,a4baf2ff7f,9bb4b27356
sms,0,00:17.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
Voice,60,00:17.0,5,81abdb3d3229d0d,49329917180860b,19e2e,19e2e,4c6776a171,b19fd73af1
Voice,13,00:17.0,1,1e9d5ed97ac29df,97c765867c3088e,19e2e,19e2e,4a4160c38b,6bc58d8be0
Voice,0,00:17.0,1,ee14a06d2ffab0c,1a49f8b0ded9de6,19e2e,19e2e,0dee62a700,8ef66f718c
Voice,0,00:17.0,2,7efbcfcf0a69795,1a49f8b0ded9de6,19e2e,19e2e,bf11cdffd4,9ef618fd3f
Voice,76,00:17.0,0,4c6c44c2187c2d0,b616185db4bcdee,19e2e,19e2e,a1b56e0db3,43adae9a57
Voice,0,00:17.0,2,16cdf5292db37ce,db8586f4dd35821,19e2e,19e2e,b91f521648,cc442b47d9
Voice,0,00:17.0,3,c779a5747401530,cb2513eb1774daf,19e2e,19e2e,df12eeab96,12dea05f9d
Voice,41,00:17.0,0,cac3ea3250fda7f,033c1fe47dd8076,19e2e,19e2e,dfc6d54521,c9d8e4cdf1
Voice,52,00:17.0,2,3c431fe25bc1727,9819155b7799315,19e2e,19e2e,833e19d1bf,08b3705469
Voice,0,00:17.0,1,470f7a19d2cacb0,1a49f8b0ded9de6,19e2e,19e2e,7ee0e7c41d,8ded8a17b9
Voice,30,00:17.0,5,aac731d471f92ad,23cc25b04e18496,19e2e,19e2e,8273179779,1ddea341cd
Voice,20,00:17.0,1,375f681f00735ea,174dd89beea2b05,19e2e,19e2e,f3423e60c9,c1ec9c885f
Voice,7,00:17.0,2,f317ee03a6b7950,ea13d5528a37e8e,19e2e,19e2e,9f847444ba,c07a544c63
Voice,0,00:17.0,2,ddbff0326affc57,4cc561ec3ed004f,19e2e,19e2e,be3c23ac6e,6049499424
data,0,00:17.0,_,f4f88cb8042e62b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:17.0,_,44d82db90133f8f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,00:17.0,0,4cd527b6ce17df2,6dd840c11af32e1,19e2e,19e2e,ee1827b176,5c901ca57a
Voice,92,00:18.0,0,da6c990f9bd2882,fffe599433b7eef,19e2e,19e2e,179dbe1fae,06623c2f1f
sms,0,00:18.0,4,01286f28a280c1e,6a45916b88ef17d,19e2e,19e2e,87cef82479,af34115792
sms,0,00:18.0,0,505c1b4b839227a,aaaf0e4bdec7311,19e2e,19e2e,0a605f913c,32ce266c66
sms,0,00:18.0,3,6a2987791a83f54,14a16e97361f2ad,19e2e,19e2e,ea23bd588b,af34115792
sms,0,00:18.0,1,39b8260d36e4d71,e09e736e46c5c3d,19e2e,19e2e,d22224b2fa,2d58cad870
sms,0,00:18.0,0,2c0d03efd830dc2,62807ba02a62ae9,19e2e,19e2e,cc50893153,24ccdda3d5
sms,0,00:18.0,4,9e3a08ec67acc6d,aaaf0e4bdec7311,19e2e,19e2e,fcd990c767,f078b9eea8
sms,0,00:18.0,2,b00c04fa7e33f61,0e7c65c9c0dfcab,19e2e,19e2e,c2d7028869,ed2333b820
sms,0,00:18.0,1,9d20cbd63f87ce8,93343ba6e41af95,19e2e,19e2e,17f9a3b1e9,072f54b3a8
sms,0,00:18.0,1,68ec294ea33925a,88a87a14c1dcc68,19e2e,19e2e,cf4ba4a993,bc58a52936
sms,25,00:18.0,1,a9401b05dca5149,495ffc46037a6b3,19e2e,19e2e,5c7dc2f617,e42de17efb
sms,25,00:18.0,0,b5c4a49d43d8e06,181453f39f9cffe,19e2e,19e2e,9f13e4c167,443ac3fc19
sms,0,00:18.0,3,a1f29bc719e68e6,7af76c2046e02f3,19e2e,OTHER,a3f835cccb,c1ccd3443b
sms,0,00:18.0,2,fe947efbc44304d,aaaf0e4bdec7311,19e2e,19e2e,91026e35c7,644d9f790b
Voice,0,00:18.0,1,22025d63c263c96,ca130ef3596e4b4,19e2e,19e2e,6f19884dcb,5c565fbfb1
Voice,18,00:18.0,0,3dd139d177b9b2b,163ae72166e4f37,19e2e,19e2e,7145abb928,1946bb6fbf
Voice,162,00:18.0,0,ffc2d0e9268b11c,af97bc95e1e14ae,19e2e,19e2e,f892fac747,83a405ef9c
Voice,9,00:18.0,4,5579ef06d654e3d,9cae8553540795b,19e2e,19e2e,94737f2f96,2dd67b6a64
Voice,4,00:18.0,0,dc39db17f2daaf1,fc8edd2dd148022,19e2e,19e2e,3a39e7ade4,200a092e1c
Voice,189,00:18.0,1,a64e7590869b361,453c35930546499,19e2e,19e2e,35a513722e,56306cc7ca
Voice,57,00:18.0,4,c8183a7092972f0,1483997e001fe3f,19e2e,19e2e,ea7af6d326,d2d326bd73
Voice,28,00:18.0,0,1f1d195c97a98f8,4a80fd309d7fd3e,19e2e,19e2e,f3ef98c052,204d4d24d1
Voice,21,00:18.0,0,8442f76c269080e,999c857b25530fe,19e2e,19e2e,7009fc85da,63c810f02d
Voice,239,00:18.0,2,1193cdf12f8b85e,3b7891402fe49e4,19e2e,19e2e,8b4f82a66a,1946bb6fbf
Voice,15,00:18.0,3,e3fd13f3ee5b2e5,c9e09b49a6d866f,19e2e,19e2e,32e4d6af0b,9a20d59705
Voice,29,00:18.0,0,eebb26044033e5f,d70a1b203325fab,19e2e,19e2e,06785d5060,dc22dff37a
Voice,89,00:18.0,5,be98e507989f682,02a8e2cb6cac09c,19e2e,19e2e,0f2cfb08cc,694c55a591
Voice,56,00:18.0,1,ec0555785259b84,996ad08eaba43fa,19e2e,19e2e,2eaedcd8fd,97adeae74c
Voice,10,00:18.0,1,5368379a8970a5c,1e4ee24b5f58c7a,19e2e,19e2e,7f50d052bb,ef51d8b174
Voice,92,00:18.0,0,da6c990f9bd2882,fffe599433b7eef,19e2e,19e2e,179dbe1fae,06623c2f1f
data,5,00:18.0,_,d93c43ef0fae240,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:18.0,_,953ff9cab9e5bc3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:18.0,_,52e572cef162307,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:18.0,_,3490ab3ba1c354f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,00:19.0,0,89249cefd374c3a,1132ee6b92f890c,19e2e,19e2e,521c19d148,bd13e1597d
sms,0,00:19.0,1,c62b8327f442245,e1fc512504986b3,19e2e,19e2e,038b1c178e,0a7abc8330
sms,0,00:19.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,253f3e83ab,f11e961893
sms,0,00:19.0,2,1bf284b458bdb8f,e09e736e46c5c3d,19e2e,19e2e,a205d77611,6978fd6d15
sms,0,00:19.0,1,28ebde683ed4745,aaaf0e4bdec7311,19e2e,19e2e,97438a08c6,7e3dc3e601
sms,0,00:19.0,0,43ea1ca20505bf8,0ab87bca6302a7e,19e2e,19e2e,cd828df0e4,c07a544c63
sms,0,00:19.0,4,8f7510d0c622429,286a7fa037cd613,19e2e,19e2e,9e6277083b,ae6f1d7150
sms,50,00:19.0,0,a003f6733e6a7a1,a51b5c6509f27b5,19e2e,19e2e,7568c25ea2,87e3a7f64c
sms,0,00:19.0,0,35a60a1157c36b8,f89bde0e1b2b09d,19e2e,19e2e,ba7d339db9,33420c4250
sms,25,00:19.0,3,e1bc60d0a7252b4,af70f20daa24dea,19e2e,19e2e,68693d24eb,4906ef4504
sms,0,00:19.0,0,d1817ffee830908,83f7209ed2d6a1d,19e2e,19e2e,65de46d6fd,11e254d6b7
sms,0,00:19.0,0,9ac23e12a249c9c,7af76c2046e02f3,19e2e,OTHER,178dc8724e,36f665a51e
sms,25,00:19.0,5,61beaf58af660b7,c0d8553f4ec7f33,19e2e,19e2e,2ba685dd7c,a3efd45afb
sms,0,00:19.0,1,868038a4d786cc3,4acce658779b0e9,19e2e,19e2e,ef264f7459,01c428bbac
sms,25,00:19.0,0,1a00651462910b2,37db09c409cb05d,19e2e,19e2e,23c5372bd3,e942f32a29
sms,0,00:19.0,0,468e00b8cb5c404,aaaf0e4bdec7311,19e2e,19e2e,803fc75877,d96dcd5475
sms,25,00:19.0,1,ea6dc412ec0cfd0,d5a71baf2eeb5d1,19e2e,19e2e,0eafb3bbcb,43a3260fc9
sms,25,00:19.0,2,f0d2c0d27d025ab,0b67f4f4e428210,19e2e,19e2e,9f847444ba,c07a544c63
sms,0,00:19.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
Voice,88,00:19.0,0,4e270c20554e07c,c71c1795c5a1ec0,19e2e,19e2e,7af7f866c8,d29252461f
Voice,1,00:19.0,4,e614b4a2848095f,d2529f016311636,19e2e,19e2e,87cef82479,af34115792
Voice,0,00:19.0,0,adf636dd05be6b4,55ad144fa74fddc,19e2e,19e2e,e3d9ef7e42,5b72385c27
Voice,57,00:19.0,2,5f75d3383a2cbd0,fe426906b7f04d3,19e2e,19e2e,8a2ccb6f52,f11e961893
Voice,0,00:19.0,2,2f5654f36f17c04,37f708e7d15fc3e,19e2e,19e2e,f79a44aa93,ab26b62256
Voice,30,00:19.0,4,af4cf45538a804d,47acf5d3a6d0029,19e2e,19e2e,1cfb94ba00,c6400e443f
Voice,6,00:19.0,0,5b53ac9fa63ee52,8465acf68321099,19e2e,19e2e,446b15bb21,9005575c3e
Voice,37,00:19.0,5,13444277192d17a,0a08041e4c0adc8,19e2e,19e2e,8dcc2aa4f9,f10d5e2823
Voice,76,00:19.0,4,90f3818ae80a8b9,2192bb19672e124,19e2e,19e2e,16b9176e96,0fd0c5e879
Voice,0,00:19.0,0,e50079be0502e7f,0a82d6b62bb77a6,19e2e,19e2e,923c4e27ac,13c690c436
Voice,70,00:19.0,2,c6c9016556f1095,a8a016d24d30bd1,19e2e,19e2e,4ec6507dc0,06623c2f1f
Voice,43,00:19.0,2,debe432af3bf73d,814f33e57196dee,19e2e,19e2e,b370d007ba,0f2c49b7bf
Voice,6,00:19.0,2,a59057f3ae5d93c,f48942a873250a9,19e2e,19e2e,62a3bdc3ae,00197a4f5f
Voice,14,00:19.0,2,b27ab0fce55f889,5c206910e2a5ef4,19e2e,19e2e,015056c705,48d806e8bc
Voice,10,00:19.0,3,3a6baad6fcc24cc,4ae478704bf4ae0,19e2e,19e2e,4aed6896bf,c1ec9c885f
Voice,106,00:19.0,0,b5e1ca731d4561c,7a327cbeed06aa2,19e2e,19e2e,6f3a2df445,f939f3349c
Voice,10,00:19.0,0,8652efc4628282e,0791724dd40f943,19e2e,19e2e,2cce684137,b5a2e42048
Voice,0,00:19.0,2,4103abcc6df30d1,16a2f1dd253eec8,19e2e,19e2e,4b39f70b40,7e46936864
Voice,78,00:19.0,2,bfaf5213def63ea,ec8b1039114fbc9,19e2e,19e2e,cde337741a,003e59aea9
Voice,22,00:19.0,0,a79c94a22949a7a,7d080aaadf2abb6,19e2e,19e2e,3f5d502beb,0ddd10fe3c
data,8,00:19.0,_,1bd984f99fa14b6,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:19.0,_,4223cb4f86514ad,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:19.0,_,a0958bc5dd65339,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:19.0,_,03f42847af128c4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:19.0,_,524ba48a914331c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,00:19.0,_,63e022458c15646,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:19.0,_,eaa37bc98e87024,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,00:19.0,5,c9668796164a08e,df62df974ca3369,19e2e,19e2e,EXwMnX/Zun,EXwMnX/Zun
Voice,80,00:20.0,1,6f0523ed64efdcd,c9eaa9a94d39f2d,19e2e,19e2e,GBxcFm9Hqd,GBxcFm9Hqd
sms,0,00:20.0,1,3339e755eee8dbd,aaaf0e4bdec7311,19e2e,19e2e,77968c7193,3d75f8c60a
sms,0,00:20.0,2,66eb35305075299,aaaf0e4bdec7311,19e2e,19e2e,7a5d2e6161,e942f32a29
sms,0,00:20.0,2,3bbe0093e571d7e,d164ed0a0cf2360,19e2e,19e2e,985a02d2d5,2371f0c1df
sms,0,00:20.0,1,800d8bac96dbe83,aaaf0e4bdec7311,19e2e,19e2e,889e5cab91,eefd93f0b4
sms,0,00:20.0,1,b900b368e7e8ef9,2c265c590f16ac3,19e2e,19e2e,7f1068f504,6978fd6d15
sms,0,00:20.0,2,ff7d32c6d771745,aaaf0e4bdec7311,19e2e,19e2e,c5e86e0f93,1ad24d2151
sms,25,00:20.0,3,95d4dfca5a051b7,767f3a5ee698730,19e2e,19e2e,7f822ab9dd,25250f86a1
sms,0,00:20.0,1,6d10227297efcb9,7af76c2046e02f3,19e2e,OTHER,f54e480df9,928a59b635
sms,0,00:20.0,0,34417164bafb5d3,20306c4ca3dbf40,19e2e,19e2e,23c5372bd3,e942f32a29
sms,0,00:20.0,0,1794d644c3d32c6,e09e736e46c5c3d,19e2e,19e2e,54163aa028,12dea05f9d
sms,0,00:20.0,0,800d4fda045bd41,0707dfa952e0fcb,19e2e,19e2e,e12d87c801,0f34c36ac5
sms,0,00:20.0,1,8bab6662bdc4230,f2694312e77de8a,19e2e,19e2e,88425d57f4,ebfc58af70
sms,50,00:20.0,0,67ffccd3afbfe7d,52ab079b0dbce82,19e2e,19e2e,803fc75877,d96dcd5475
sms,0,00:20.0,2,f76135cc9894a37,93343ba6e41af95,19e2e,19e2e,0b1dc95681,daa1671776
sms,0,00:20.0,1,9244136c1b6299a,6d3b3b67ce4b9eb,19e2e,19e2e,22656c8413,5d4c1957a9
sms,0,00:20.0,1,ef3e557791db7ab,d4493accc06a9d5,19e2e,19e2e,8cee3d86a3,d06f40f9d5
sms,0,00:20.0,0,46e0133c87a440d,93343ba6e41af95,19e2e,19e2e,e12d87c801,0f34c36ac5
sms,0,00:20.0,2,c0b4040fe71c25e,e09e736e46c5c3d,19e2e,19e2e,35198d45ef,d06f40f9d5
Voice,2,00:20.0,1,28c1cf89a95d459,62c74867bb046f6,19e2e,19e2e,4ffd0fa13a,e2b604cffa
sms,0,00:20.0,4,688fd3d0417dc4e,e09e736e46c5c3d,19e2e,19e2e,746d16590f,041d9f3af5
Voice,30,00:20.0,5,12b7c38ed4696ca,1ae43a85c58c2df,19e2e,19e2e,39481cee84,8483c47df6
Voice,638,00:20.0,1,0291dc6b1d09ace,85b9b820d39edb8,19e2e,OTHER,7475af0010,bd13e1597d
Voice,1,00:20.0,5,e07e49529e04029,9356bb334d70118,19e2e,19e2e,c68a1b9da4,969b8d0e39
Voice,23,00:20.0,0,9398e221afd3704,9481f838491bcb6,19e2e,19e2e,0c2371d9bc,1e751d08a4
Voice,97,00:20.0,3,773b29952a972f7,68c9fe3a01e0648,19e2e,19e2e,9f3f4322cf,1c7edd2f30
Voice,119,00:20.0,1,1b296c36748dfa7,d9ee4bae68061bd,19e2e,OTHER,96a685fc17,e82c07d996
Voice,5,00:20.0,1,b9b39a5346fda3f,755756e88321bff,19e2e,19e2e,c91538ced6,d610bae720
Voice,60,00:20.0,2,aacc92819c67583,e895645c8cd58c2,19e2e,19e2e,924e68fb93,e201d86276
Voice,5,00:20.0,2,6e18f1316ed1930,ca98150caa0b227,19e2e,19e2e,c7f764caae,f10d5e2823
Voice,70,00:20.0,2,cb7f3ed7fffd6ae,eb474f34e3d1216,19e2e,19e2e,3c6b84ec9b,70b4f9a53b
Voice,1,00:20.0,2,fe018dc0ce44571,3ce173a7ab9a4bd,19e2e,19e2e,478ac1607b,348fd8506b
Voice,70,00:20.0,1,38fb3bf81146d7c,e59bcb7bd1daa47,19e2e,19e2e,611ffe7b03,7ee1a1444f
Voice,6,00:20.0,1,956c6057b8f5285,f72cdf7a6282966,19e2e,19e2e,ea8e14c964,86e2fbb623
Voice,0,00:20.0,2,83c9c71bd3f0b33,41e23f6b32cae1a,19e2e,19e2e,b4d76c2a71,b07f9bb851
Voice,26,00:20.0,2,891ae47329160a2,ca86c72b226acab,19e2e,19e2e,bcc3209833,b4e77d440c
Voice,0,00:20.0,2,4c26e40ccd93803,720ef8f4abf6a0f,19e2e,19e2e,2f51ddb871,dac8af8efb
Voice,1,00:20.0,2,5d1ffb3751b64b6,906608070122f93,19e2e,19e2e,08f4e258c7,b0d7a9946f
Voice,180,00:20.0,1,c86aff725f71ee2,dfb8b8e19999e7f,19e2e,19e2e,184ecfcdf9,54b866dd5d
Voice,2,00:20.0,2,7cd5c70357b3515,152e83af5fc2b51,19e2e,19e2e,77255d2612,c6400e443f
Voice,0,00:20.0,0,dbf7868f9a5612e,dd99f9d09abf9a9,19e2e,19e2e,8359231c1e,c2545171dc
